,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
323,404907,10000000,4,0.5,0.9,0.0,3,257543,65328,27088,11958,42987,0
324,402345,50000000,4,0.0,0.0,0.0,3,281427,84152,18717,4956,13091,0
325,391135,5000000,4,0.1,0.3,0.0,3,277978,88322,18138,2358,4337,0
326,356365,50000000,4,0.1,0.3,0.0,3,243769,40684,24296,11208,36405,0
327,353244,10000000,4,0.8,1.6,0.0,3,232140,57146,27330,9795,26830,0
328,351361,10000000,4,0.2,0.5,0.0,3,232675,65416,21279,8961,23027,0
329,335347,5000000,4,2.6,5.0,0.0,3,288443,26221,7586,3620,9475,0
330,313765,5000000,4,0.7,1.3,0.0,3,247479,34766,16068,5498,9951,0
331,312477,10000000,4,0.4,0.9,0.0,3,181755,52704,24745,11079,42191,0
332,303060,50000000,3,0.1,0.3,0.0,3,189271,25883,21636,13961,52307,0
333,295628,5000000,4,0.2,0.3,0.0,3,194900,45677,20155,8733,26161,0
334,282866,10000000,4,0.0,0.0,0.0,3,190032,46076,23927,6933,15895,0
335,277062,10000000,4,0.0,0.0,0.0,3,186130,33342,18640,8135,30813,0
336,276518,10000000,4,0.4,0.8,0.0,3,195563,43630,12654,6916,17752,0
337,267286,5000000,4,3.6,9.4,0.0,3,216554,19173,11667,5256,14634,0
338,264663,10000000,4,0.9,2.0,0.0,3,196888,23316,7163,4340,32954,0
339,263074,10000000,4,0.7,1.3,0.0,3,206440,26008,11760,5865,12999,0
340,261799,10000000,4,1.6,3.2,0.0,3,186942,34906,13333,6552,20064,0
341,257492,1000000,4,0.9,2.0,0.0,3,234050,11006,4005,1777,6651,0
342,256773,50000000,4,8.2,20.5,0.0,3,195552,14301,10068,6125,30724,0
343,256158,10000000,4,0.3,0.7,0.0,3,202678,19491,11109,6294,16584,0
344,242006,10000000,4,0.8,2.2,0.0,3,161104,36953,11231,7784,24932,0
345,237706,50000000,4,3.2,6.4,0.0,3,152766,23513,14002,10385,37038,0
346,228476,1000000,4,0.1,0.2,0.0,3,180118,13063,9967,5143,20184,0
347,221378,10000000,4,3.1,8.2,0.0,3,155994,33820,12131,4574,14856,0
348,221279,5000000,4,1.3,1.8,0.0,3,184719,9219,5639,2509,19189,0
349,219916,10000000,4,4.8,10.4,0.0,3,190920,12118,6114,2732,8029,0
350,207685,10000000,4,3.7,6.3,0.0,3,138317,22597,12774,6990,27005,0
351,206953,10000000,4,0.1,0.3,0.0,3,159460,31048,8926,2908,4608,0
352,200804,5000000,4,2.3,4.9,0.0,3,147818,11277,6510,3918,31278,0
353,199569,10000000,4,1.6,3.4,0.0,3,122036,28805,14402,10209,24114,0
354,193778,5000000,4,0.0,82.3,0.0,3,139962,43688,6448,1179,2499,0
355,190736,5000000,4,1.1,2.3,0.0,3,159290,6177,3043,1955,20268,0
356,189798,5000000,4,0.8,2.4,0.0,3,130404,35555,15055,3097,5684,0
357,183337,5000000,4,0.2,0.5,0.0,3,114799,27401,13296,8750,19089,0
358,183016,5000000,3,0.0,0.1,0.0,3,113744,11105,9547,5602,43015,0
359,175837,5000000,4,0.1,0.1,0.0,3,121928,10437,8149,4406,30915,0
360,175718,5000000,4,0.1,0.2,0.0,3,114159,37346,11296,3368,9546,0
361,173571,5000000,4,2.4,4.9,0.0,3,143591,13315,4405,2750,9508,0
362,169696,50000000,4,3.8,13.4,0.0,3,124263,11055,8516,6437,19422,0
363,162936,50000000,4,6.5,12.8,0.0,3,114317,17059,9620,5048,16890,0
364,160744,50000000,4,3.9,42875.2,0.0,3,106470,17372,9565,5473,21862,0
365,158521,10000000,4,1.6,3.3,0.0,3,108183,26837,11124,3535,8839,0
366,151671,10000000,4,4.7,11.4,0.0,3,94437,20567,13519,6540,16605,0
367,151004,5000000,4,0.0,0.1,0.0,3,136805,6439,2289,1159,4309,0
368,149633,1000000,4,1.3,2.5,0.0,3,129492,5996,3944,2091,8108,0
369,141110,10000000,4,0.0,0.1,0.0,3,99540,32990,6680,890,1010,0
370,140706,1000000,4,0.7,1.4,0.0,3,106667,25275,5275,1430,2056,0
371,138105,10000000,4,2.2,3.8,0.0,3,102104,10047,6688,4638,14626,0
372,134398,5000000,4,0.0,0.0,0.0,3,82092,34320,10335,2776,4873,0
373,131464,10000000,4,3.2,7.0,0.0,3,103785,11277,5757,2467,8175,0
374,126466,1000000,3,0.1,15483.9,0.0,3,68210,21237,16060,4827,16130,0
375,122235,5000000,4,5.7,10.7,0.0,3,82530,22097,8396,2557,6652,0
376,116322,10000000,4,0.0,0.0,0.0,3,74028,16366,10328,4770,10827,0
377,111670,1000000,4,0.1,0.3,0.0,3,69697,14357,6508,3569,17536,0
378,111627,10000000,3,0.2,0.5,0.0,3,66986,11332,7797,4952,20558,0
379,111431,5000000,4,3.0,6.5,0.0,3,88631,10037,3309,1639,7811,0
380,109162,10000000,4,0.0,0.1,0.0,3,72559,13043,8357,3114,12088,0
381,104859,10000000,4,0.5,0.9,0.0,3,63550,14139,8933,4526,13709,0
382,104158,5000000,4,9.4,21.9,0.0,3,64626,16981,7777,3110,11661,0
383,103101,5000000,4,0.6,1.3,0.0,3,71430,6210,4930,3160,17370,0
384,102300,5000000,4,2.1,4.8,0.0,3,69504,14461,6902,2820,8611,0
385,100639,5000000,4,1.5,3.1,0.0,3,71102,9612,5095,2947,11880,0
386,100315,1000000,4,0.2,0.2,0.0,3,68732,12596,7028,2559,9397,0
387,99283,5000000,4,0.2,0.4,0.0,3,63654,17539,6861,3316,7910,0
388,97958,10000000,4,16.5,30.6,0.0,3,61897,10411,8335,4489,12824,0
389,96841,1000000,4,0.0,0.1,0.0,3,69120,13560,6990,2520,4650,0
390,95383,10000000,4,6.0,17.2,0.0,3,69374,14596,4246,1916,5248,0
391,94264,10000000,4,1.3,3.1,0.0,3,65804,8875,5468,3396,10718,0
392,93977,1000000,4,0.4,0.8,0.0,3,82738,2739,1215,707,6575,0
393,92835,10000000,4,0.4,0.6,0.0,3,61320,9118,5819,3789,12787,0
394,92620,1000000,4,1.3,3.6,0.0,3,73551,5890,4236,1963,6977,0
395,92362,5000000,3,0.1,0.1,0.0,3,52380,14466,8352,3196,13966,0
396,91738,10000000,4,293.1,0.2,0.0,3,57069,12037,6182,2937,13510,0
397,89195,1000000,4,0.1,0.2,0.0,3,67405,14192,3528,1379,2688,0
398,82144,1000000,4,2.3,5.1,0.0,3,64478,7127,3558,1670,5308,0
399,80887,1000000,4,1.0,2.0,0.0,3,48946,11333,7651,2607,10348,0
400,2113853,50000000,4,0.4,0.9,0.0,4,1541203,217812,103751,54390,196694,0
401,1765570,10000000,3,0.3,0.5,0.0,4,960279,190763,105553,74294,434678,0
402,1590733,100000000,4,0.4,0.9,0.0,4,1117298,308402,82191,25750,57090,0
403,1590733,100000000,4,0.4,0.9,0.0,4,431463,90350,40065,15998,70189,0
404,1590733,100000000,4,0.4,0.9,0.0,4,418115,47121,16871,6574,18567,0
405,1590733,100000000,4,0.4,0.9,0.0,4,299715,68177,20617,4959,12653,0
406,1418398,50000000,4,0.8,1.6,0.0,4,980671,195988,81079,37547,123112,0
407,1120832,10000000,4,0.0,0.1,0.0,4,703247,191160,84161,35024,107238,0
408,1069313,10000000,4,0.1,0.3,0.0,4,791561,173283,54038,15776,34652,0
409,926432,50000000,4,3.6,6.9,0.0,4,679554,83354,43036,22743,97743,0
410,881563,10000000,4,3.1,5.8,0.0,4,687097,115002,29330,13767,36364,0
411,654922,10000000,4,1.1,2.1,0.0,4,457634,120229,36631,12570,27855,0
412,648068,50000000,4,0.0,0.0,0.0,4,1117298,308402,82191,25750,57090,0
413,648068,50000000,4,0.0,0.0,0.0,4,431463,90350,40065,15998,70189,0
414,648068,50000000,4,0.0,0.0,0.0,4,418115,47121,16871,6574,18567,0
415,648068,50000000,4,0.0,0.0,0.0,4,299715,68177,20617,4959,12653,0
416,561518,10000000,4,0.8,1.6,0.0,4,426538,60455,24904,10746,38873,0
417,533216,10000000,4,1.1,2.4,0.0,4,396321,89813,23855,6905,16319,0
418,507250,50000000,4,0.9,1.9,0.0,4,1117298,308402,82191,25750,57090,0
419,507250,50000000,4,0.9,1.9,0.0,4,431463,90350,40065,15998,70189,0
420,507250,50000000,4,0.9,1.9,0.0,4,418115,47121,16871,6574,18567,0
421,507250,50000000,4,0.9,1.9,0.0,4,299715,68177,20617,4959,12653,0
422,501154,10000000,4,0.6,1.2,0.0,4,353392,85751,30329,9306,22372,0
423,494492,10000000,4,0.6,1.2,0.0,4,405050,31047,9361,5998,43034,0
424,485069,10000000,4,1.6,3.3,0.0,4,389106,51098,13716,6473,24675,0
425,469770,10000000,4,0.0,0.0,0.0,4,341845,41158,25636,13347,47782,0
426,467621,10000000,3,37994.4,2.6,0.0,4,275963,46108,26591,15940,103016,0
427,406124,10000000,4,0.3,0.7,0.0,4,1117298,308402,82191,25750,57090,0
428,406124,10000000,4,0.3,0.7,0.0,4,431463,90350,40065,15998,70189,0
429,406124,10000000,4,0.3,0.7,0.0,4,418115,47121,16871,6574,18567,0
430,406124,10000000,4,0.3,0.7,0.0,4,299715,68177,20617,4959,12653,0
431,374842,5000000,4,0.2,0.3,0.0,4,279209,46731,11785,6217,30897,0
432,353226,10000000,4,0.1,0.2,0.0,4,241310,65576,20366,8114,17858,0
433,350853,5000000,4,0.1,0.2,0.0,4,256571,35754,18091,7763,32671,0
434,337505,5000000,4,0.0,0.0,0.0,4,270355,51158,10680,1976,3334,0
435,325427,10000000,3,0.4,0.7,0.0,4,184232,41857,24227,10264,64845,0
436,321884,1000000,4,1.8,4.5,0.0,4,269993,31051,10360,2940,7539,0
437,320403,1000000,4,2.1,4.7,0.0,4,253370,43423,9203,3437,10967,0
438,313503,10000000,4,0.1,0.2,0.0,4,247002,49280,8994,2338,5886,0
439,311834,1000000,4,0.0,0.0,0.0,4,204963,59535,18594,7042,21697,0
440,305751,10000000,4,0.4,0.9,0.0,4,239774,24103,11159,6631,24083,0
441,290160,5000000,4,0.1,0.3,0.0,4,181785,42321,20426,10233,35392,0
442,281352,10000000,4,5.3,11.6,0.0,4,199329,10974,7664,4036,59346,0
443,265004,10000000,4,0.2,1.2,0.0,4,177294,36354,18820,8577,23957,0
444,263341,5000000,4,1.0,2.0,0.0,4,190221,26703,9851,5793,30771,0
445,245912,10000000,4,0.6,1.2,0.0,4,159956,26398,12115,6172,41269,0
446,240095,10000000,4,0.6,1.1,0.0,4,158888,27598,14303,7201,32103,0
447,232276,10000000,4,0.7,1.2,0.0,4,154927,28783,11168,5738,31658,0
448,230415,10000000,4,0.5,1.2,0.0,4,169079,43639,8617,2639,6438,0
449,211163,5000000,4,0.8,1.6,0.0,4,141282,14863,12545,7859,34611,0
450,208319,1000000,4,1.7,3.5,0.0,4,175964,12836,6602,3371,9544,0
451,205537,5000000,4,1.6,3.4,0.0,4,156282,28591,12716,3029,4918,0
452,202598,5000000,4,0.1,0.2,0.0,4,145751,24108,8139,4224,20373,0
453,200923,5000000,4,0.0,0.0,0.0,4,137772,38789,11720,4586,8053,0
454,194946,5000000,4,3.4,69441.4,0.0,4,158260,10262,8488,4393,13540,0
455,191804,5000000,3,1.1,2.1,0.0,4,115344,20710,10774,7259,37715,0
456,178476,5000000,4,1.5,3.1,0.0,4,135825,19743,7755,4561,10590,0
457,177098,1000000,4,0.0,0.0,0.0,4,121906,34850,10285,3125,6930,0
458,174545,5000000,3,0.2,0.4,0.0,4,96745,13756,10747,6368,46927,0
459,172895,5000000,4,0.2,0.4,0.0,4,136067,21789,6870,2356,5811,0
460,172895,5000000,4,0.2,0.4,0.0,4,121771,32009,6485,1307,3182,0
461,172895,5000000,4,0.2,0.4,0.0,4,114538,32551,6438,1309,2919,0
462,170875,1000000,4,0.0,0.0,0.0,4,111965,21094,10487,6272,21054,0
463,170181,1000000,4,55880.6,5.3,0.0,4,116976,33175,10188,3336,6503,0
464,164757,5000000,4,0.1,0.1,0.0,4,136067,21789,6870,2356,5811,0
465,164757,5000000,4,0.1,0.1,0.0,4,121771,32009,6485,1307,3182,0
466,164757,5000000,4,0.1,0.1,0.0,4,114538,32551,6438,1309,2919,0
467,163771,1000000,4,0.1,0.2,0.0,4,123907,22509,8782,2537,6034,0
468,157757,5000000,4,1.0,2.7,0.0,4,136067,21789,6870,2356,5811,0
469,157757,5000000,4,1.0,2.7,0.0,4,121771,32009,6485,1307,3182,0
470,157757,5000000,4,1.0,2.7,0.0,4,114538,32551,6438,1309,2919,0
471,155922,1000000,4,0.2,0.4,0.0,4,115228,10542,7061,4284,18804,0
472,155644,5000000,4,2.1,4.3,0.0,4,129663,10105,5550,2561,7763,0
473,154738,5000000,4,0.6,1.4,0.0,4,116190,23913,7511,2297,4824,0
474,153690,5000000,4,1.5,3.4,0.0,4,136827,9554,2785,1257,3264,0
475,152145,1000000,4,0.2,0.3,0.0,4,102186,25534,13116,3079,8228,0
476,150087,5000000,4,0.4,1.1,0.0,4,121848,19155,4401,1457,3224,0
477,146718,500000,4,0.1,0.1,2.99,4,108356,25417,5887,2868,4187,1
478,145613,5000000,4,0.7,1.6,0.0,4,114843,19267,5656,1668,4177,0
479,145481,10000000,4,0.0,0.0,0.0,4,106115,27404,6189,1966,3803,0
480,143615,1000000,3,0.1,0.1,0.0,4,85985,19159,9904,5796,22768,0
481,142577,10000000,4,1.4,2.9,0.0,4,114899,14187,5903,2100,5485,0
482,140758,10000000,4,0.4,1.0,0.0,4,106869,21050,6134,1638,5065,0
483,140758,10000000,4,0.4,1.0,0.0,4,94475,20067,5296,1475,4247,0
484,138755,1000000,4,0.8,1.8,0.0,4,117683,11887,3998,1196,3988,0
485,137405,500000,4,0.2,0.4,0.0,4,92609,18503,10976,3668,11646,0
486,136367,1000000,4,0.1,0.3,0.0,4,101950,25090,4293,1417,3614,0
487,127654,1000000,4,0.0,0.0,0.0,4,96817,11631,5555,3667,9982,0
488,127104,1000000,4,0.0,0.0,0.0,4,76095,26217,12177,3596,9016,0
489,126880,5000000,4,0.3,0.6,0.0,4,83483,19818,9609,3609,10359,0
490,125561,10000000,4,0.8,1.7,0.0,4,106869,21050,6134,1638,5065,0
491,125561,10000000,4,0.8,1.7,0.0,4,94475,20067,5296,1475,4247,0
492,124281,1000000,4,4.3,9.0,0.0,4,91703,12202,4426,3912,12034,0
493,121295,5000000,4,0.9,1.9,0.0,4,85332,14387,6518,3129,11927,0
494,116379,1000000,3,0.1,0.7,0.0,4,58634,16991,13211,6370,21171,0
495,115102,1000000,4,1.3,3.1,0.0,4,65184,33291,10404,1957,4263,0
496,113870,1000000,4,0.5,0.5,0.0,4,74180,16081,8035,3008,12563,0
497,113663,1000000,4,0.0,0.1,0.0,4,63095,32122,11977,1919,4548,0
498,113566,5000000,4,0.2,0.3,0.0,4,83970,12489,4286,2178,10641,0
499,111394,1000000,4,5.7,121.1,0.0,4,78190,20777,8995,1557,1874,0
500,109280,1000000,3,2.3,3.5,0.0,4,62429,14950,9248,3981,18670,0
501,109069,10000000,4,0.0,0.1,0.0,4,85752,15131,4027,1369,2788,0
502,107962,10000000,4,0.2,0.4,0.0,4,67747,14080,8338,3145,14649,0
503,107933,1000000,4,3.6,6.2,0.0,4,78082,14437,5008,2001,8403,0
504,107183,5000000,4,1.1,1.5,0.0,4,83092,16456,3117,1348,3167,0
505,106773,5000000,4,4.3,8.9,0.0,4,90322,9155,3306,1009,2979,0
506,106773,5000000,4,4.3,8.9,0.0,4,88759,7238,2562,919,2954,0
507,106773,5000000,4,4.3,8.9,0.0,4,66889,11772,5441,4213,10554,0
508,106689,5000000,4,0.2,0.6,0.0,4,68707,14719,7514,4051,11695,0
509,103958,5000000,4,10.0,27.8,0.0,4,70597,18028,8210,1847,5273,0
510,103945,1000000,4,0.1,0.3,0.0,4,66476,25258,6709,1739,3759,0
511,102434,10000000,4,4.7,13.1,0.0,4,90322,9155,3306,1009,2979,0
512,102434,10000000,4,4.7,13.1,0.0,4,88759,7238,2562,919,2954,0
513,102434,10000000,4,4.7,13.1,0.0,4,66889,11772,5441,4213,10554,0
514,101659,1000000,4,1.3,2.8,0.0,4,67959,14879,8459,2829,7529,0
515,100719,1000000,4,0.0,0.1,0.0,4,69497,20485,5637,1307,3791,0
516,98872,10000000,4,0.2,0.5,0.0,4,90322,9155,3306,1009,2979,0
517,98872,10000000,4,0.2,0.5,0.0,4,88759,7238,2562,919,2954,0
518,98872,10000000,4,0.2,0.5,0.0,4,66889,11772,5441,4213,10554,0
519,97299,1000000,4,1.4,3.1,0.0,4,73069,13513,5613,1787,3315,0
520,97018,1000000,4,0.7,1.3,0.0,4,68858,21134,3377,1368,2278,0
521,94069,10000000,4,0.1,0.3,0.0,4,67229,9785,8896,2076,6080,0
522,91698,1000000,4,0.0,0.1,0.0,4,59670,16308,6950,2426,6341,0
523,90695,1000000,4,0.3,0.8,0.0,4,75861,4012,2827,1602,6391,0
524,90585,1000000,4,74.3,148.5,0.0,4,56281,19515,8904,2133,3749,0
525,88866,1000000,4,0.0,0.0,0.0,4,49649,16835,7470,3670,11240,0
526,2582669,50000000,4,393.4,0.7,0.0,5,1821678,301722,110833,52012,296421,0
527,1822223,50000000,4,0.8,1.7,0.0,5,1293272,259642,102017,42902,124388,0
528,1529589,50000000,4,1.0,1.9,0.0,5,1210258,112027,46530,24581,136190,0
529,1494419,50000000,4,0.3,0.5,0.0,5,1080443,110156,68549,41577,193691,0
530,1485440,50000000,4,0.3,0.6,0.0,5,1102560,158208,85517,34400,104752,0
531,1418336,10000000,4,0.9,1.6,0.0,5,1065696,180009,82885,28435,61309,0
532,1259099,10000000,4,0.9,1.9,0.0,5,933699,202401,78707,14826,29463,0
533,1006982,10000000,3,0.2,0.5,0.0,5,649353,60917,44026,37669,215015,0
534,925068,10000000,4,1.0,1.9,0.0,5,671012,153638,52961,14029,33425,0
535,755734,10000000,4,0.4,1.0,0.0,5,533316,88102,42476,19261,72576,0
536,664469,10000000,4,0.6,1.2,0.0,5,458507,97014,48182,19338,41426,0
537,649856,5000000,4,0.8,1.8,0.0,5,476204,106016,39009,8107,20518,0
538,617349,10000000,4,0.9,1.8,0.0,5,424459,77519,39348,19359,56661,0
539,616294,10000000,4,0.0,0.0,0.0,5,457055,82563,30766,13683,32225,0
540,583815,10000000,4,0.0,0.1,0.0,5,380317,79701,41575,16718,65502,0
541,556639,10000000,4,0.3,0.5,0.0,5,459497,44454,15369,7774,29543,0
542,544905,10000000,4,0.0,0.1,0.0,5,392404,100738,26490,5663,19608,0
543,493071,5000000,4,0.2,0.5,0.0,5,344195,68441,30992,14931,34510,0
544,485882,10000000,4,0.2,0.5,0.0,5,404060,44200,14354,6230,17036,0
545,482246,10000000,4,0.4,0.9,0.0,5,377560,57203,20891,7865,18725,0
546,477132,10000000,4,227105.7,2.2,0.0,5,367411,48463,28359,9074,23822,0
547,455282,5000000,4,0.1,0.1,0.0,5,365871,33169,22482,7247,26511,0
548,431936,10000000,4,0.6,1.1,0.0,5,299466,49060,33254,12770,37384,0
549,423010,5000000,4,0.3,0.7,0.0,5,298900,42958,25401,11181,44567,0
550,422035,10000000,4,0.5,1.1,0.0,5,286143,56390,26064,15856,37580,0
551,401912,10000000,4,0.0,0.0,0.0,5,280648,56377,27394,8958,28533,0
552,394704,10000000,4,0.1,0.3,0.0,5,309185,26459,17197,8513,33346,0
553,392274,10000000,4,1.1,2.2,0.0,5,289544,46703,20683,9892,25450,0
554,377401,10000000,4,0.3,0.6,0.0,5,258486,45068,23157,11678,39010,0
555,367694,1000000,4,0.1,0.1,0.0,5,278174,55844,18491,4517,10665,0
556,351166,5000000,4,0.5,1.2,0.0,5,248240,47419,22591,9903,23011,0
557,343727,10000000,4,2.8,6.1,0.0,5,277118,21504,10762,6273,28067,0
558,333168,5000000,4,0.9,2.0,0.0,5,293637,16901,7210,3485,11931,0
559,318101,10000000,4,0.2,0.4,0.0,5,218298,35139,19922,11200,33540,0
560,316679,10000000,4,0.1,0.2,0.0,5,252941,33956,12697,4255,12827,0
561,313214,10000000,4,3.2,7.8,0.0,5,244252,38385,15608,4462,10504,0
562,312113,10000000,4,0.0,0.0,0.0,5,238241,41399,13246,4698,14526,0
563,306937,10000000,4,0.8,1.6,0.0,5,248156,14000,6875,3866,34038,0
564,306128,5000000,4,4.9,12.1,0.0,5,266535,19491,6879,2721,10498,0
565,292630,5000000,4,0.5,0.9,0.0,5,207533,29742,13572,5187,36593,0
566,272892,10000000,4,1.1,2.4,0.0,5,194550,29431,13763,6678,28469,0
567,272095,5000000,4,225.1,5.5,0.0,5,206509,33265,13164,4388,14767,0
568,266126,10000000,4,5550.2,14.5,0.0,5,176379,35942,22679,9287,21836,0
569,265946,5000000,4,0.9,1.8,0.0,5,219920,23950,8698,2822,10553,0
570,264556,10000000,4,0.5,1.1,0.0,5,189320,36506,18622,5091,15015,0
571,258755,10000000,4,6.1,13.5,0.0,5,222685,12554,7642,3397,12474,0
572,215021,5000000,4,1.0,2.3,0.0,5,170145,17010,7086,3398,17380,0
573,211680,5000000,4,0.2,0.4,0.0,5,160936,22352,11006,3828,13555,0
574,211511,1000000,4,1.1,2.2,0.0,5,174952,18748,7633,2843,7333,0
575,208279,10000000,4,0.4,0.7,0.0,5,146678,19467,7368,4159,30605,0
576,207326,5000000,4,0.2,0.5,0.0,5,189655,7941,3925,1388,4415,0
577,204371,5000000,4,0.2,0.4,0.0,5,147841,26775,14092,3867,11793,0
578,189656,10000000,4,54.5,0.0,0.0,5,127766,19807,11872,6245,23964,0
579,183628,5000000,4,0.6,1.1,0.0,5,141239,20865,10352,3829,7340,0
580,179520,5000000,4,1.1,2.2,0.0,5,139632,11699,5599,3789,18798,0
581,179001,1000000,4,0.5,1.1,0.0,5,138485,21446,8344,2918,7805,0
582,177051,1000000,4,0.7,1.4,0.0,5,154436,8822,3644,1672,8474,0
583,174066,10000000,4,1.4,2.7,0.0,5,123770,19227,11002,5367,14697,0
584,173372,5000000,4,0.0,0.0,0.0,5,126569,21203,10941,4076,10581,0
585,172651,5000000,4,0.7,0.9,0.0,5,106066,26042,13410,4426,22704,0
586,172200,5000000,4,1.4,3.0,0.0,5,123431,19427,8684,4217,16439,0
587,170510,5000000,4,0.3,0.6,0.0,5,144759,10409,4881,2271,8188,0
588,154112,1000000,4,0.0,0.0,0.0,5,119255,21177,7308,2113,4257,0
589,146663,5000000,3,0.1,0.2,0.0,5,84613,13974,13184,5793,29096,0
590,145635,5000000,3,0.1,0.3,0.0,5,88085,17381,12934,5744,21490,0
591,142948,10000000,3,1.5,3.1,0.0,5,95538,7899,5039,2809,31659,0
592,141345,10000000,4,11.4,22.9,0.0,5,83149,26077,14384,5285,12447,0
593,140882,1000000,4,2.5,5.6,0.0,5,103574,20093,9394,2580,5239,0
594,139860,1000000,4,0.7,1.4,0.0,5,126642,5717,2420,1095,3984,0
595,138883,1000000,4,2.4,4.7,0.0,5,103586,18665,8883,2911,4835,0
596,131646,1000000,4,0.0,0.0,0.0,5,85071,22022,10736,4148,9666,0
597,126322,1000000,4,2.6,5.6,0.0,5,103766,10635,5038,1742,5138,0
598,125918,5000000,4,0.1,0.2,0.0,5,88160,15582,6712,2896,12565,0
599,123277,1000000,4,3.6,6.3,0.0,5,90489,20226,8054,1588,2918,0
600,122801,5000000,4,0.8,1.9,0.0,5,110967,5426,2458,1019,2928,0
601,120434,1000000,4,1.5,3.0,0.0,5,104694,7396,4236,1375,2731,0
602,117668,1000000,4,106.2,4.2,0.0,5,102696,5785,3091,1401,4692,0
603,116891,1000000,4,0.0,0.1,0.0,5,103484,5940,2023,807,4634,0
604,116673,1000000,4,0.1,0.1,0.0,5,93674,13383,3198,1609,4807,0
605,112869,1000000,4,4.1,9.6,0.0,5,102054,5274,2202,730,2607,0
606,107509,1000000,4,0.1,0.2,0.0,5,79688,14753,3703,2096,7267,0
607,107253,5000000,4,0.3,0.7,0.0,5,83222,6679,4141,3006,10203,0
608,103380,1000000,4,0.0,0.1,0.0,5,78160,10300,5230,1980,7710,0
609,102352,1000000,4,0.0,0.0,0.0,5,76766,11076,5291,2353,6863,0
610,100479,1000000,4,2.4,5.5,0.0,5,91237,3977,2043,877,2342,0
611,99465,5000000,4,0.0,0.0,0.0,5,71856,12049,6509,2619,6429,0
612,99082,500000,4,0.1,0.2,0.0,5,78458,14511,3405,749,1957,0
613,97488,5000000,4,3.1,5.5,0.0,5,64510,12362,5972,3254,11387,0
614,94814,1000000,3,0.1,0.2,0.0,5,47906,8026,7360,4920,26599,0
615,94628,1000000,4,0.2,0.3,0.0,5,78741,7178,3029,1389,4289,0
616,92912,5000000,4,2.1,5.4,0.0,5,67690,7454,4956,2668,10142,0
617,90370,1000000,4,0.0,0.0,0.0,5,68116,10388,5149,1826,4889,0
618,90110,1000000,4,0.0,0.0,0.0,5,65034,10141,3586,2191,9155,0
619,89886,1000000,4,0.7,1.4,0.0,5,72362,9441,4365,1308,2407,0
620,87528,1000000,4,0.0,0.0,0.0,5,73570,6359,3015,1128,3454,0
621,87102,1000000,4,0.2,0.5,0.0,5,72719,6222,2636,1238,4284,0
622,86366,1000000,4,0.3,0.9,0.0,5,66745,8015,4197,2003,5403,0
623,85258,1000000,4,4.2,9.7,0.0,5,68846,9410,2950,960,3090,0
624,84646,1000000,4,0.2,0.5,0.0,5,60073,8840,4614,2856,8260,0
625,83313,1000000,4,0.1,0.3,0.0,5,64498,9941,3313,1247,4311,0
626,31367945,1000000000,4,0.9,1.6,0.0,6,23837448,4176798,1534041,486005,1333650,0
627,16810315,500000000,4,0.3,0.5,0.0,6,12234051,1514188,851145,465627,1745303,0
628,13050503,500000000,4,0.6,1.4,0.0,6,9165205,1073761,636763,399662,1775110,0
629,12098786,100000000,4,0.5,1.2,0.0,6,9031154,1239752,599727,297910,930241,0
630,11506051,500000000,4,0.2,0.5,0.0,6,8175679,1051014,688712,346244,1244400,0
631,10721875,100000000,4,0.6,1.5,0.0,6,7566483,1406080,591119,264105,894086,0
632,10659387,100000000,4,0.0,0.1,0.0,6,7884729,1105063,542317,236861,890414,0
633,10159890,100000000,4,0.8,2.1,0.0,6,7089644,1367797,604525,262575,835347,0
634,9123920,100000000,4,0.6,1.2,0.0,6,7097079,1176491,433227,128489,288631,0
635,8306868,100000000,4,0.6,1.2,0.0,6,5666720,959679,483208,261701,935558,0
636,8071775,100000000,4,0.4,0.8,0.0,6,6031478,1145290,420595,132006,342404,0
637,6964142,100000000,4,0.5,1.1,0.0,6,5161994,738250,337096,159672,567126,0
638,5768595,100000000,4,2.0,5.0,0.0,6,4089427,617190,303609,139343,619023,0
639,5720687,100000000,4,0.4,0.9,0.0,6,4040927,701272,315427,150412,512646,0
640,4170408,50000000,4,0.6,1.4,0.0,6,3234679,428334,200017,86064,221311,0
641,4079806,100000000,4,0.1,0.2,0.0,6,2650097,486532,256817,141989,544370,0
642,3617773,100000000,4,2.0,4.6,0.0,6,2619420,297742,172533,114892,413183,0
643,2954685,100000000,4,252.7,0.1,0.0,6,2182994,442668,186915,45788,96317,0
644,2914639,50000000,4,0.3,0.5,0.0,6,1994505,407586,195237,87860,229449,0
645,2264014,100000000,3,0.7,1.5,0.0,6,1459128,186361,140080,100488,377954,0
646,2154956,100000000,4,0.9,2.1,0.0,6,1513881,301704,140589,56303,142476,0
647,2091145,50000000,4,0.5,1.0,0.0,6,1646856,256082,76653,33048,78503,0
648,2001718,10000000,4,0.1,0.2,0.0,6,1671110,180104,55116,21918,73468,0
649,1898651,50000000,4,0.0,0.1,0.0,6,1399681,245543,112191,39947,101286,0
650,1876427,100000000,4,5.4,12.0,0.0,6,1404351,145789,83448,52288,190548,0
651,1782012,100000000,4,0.0,0.1,0.0,6,1265351,195451,108001,46276,166930,0
